name,formatted_address,rating,delivery,dine_in,reservable,serves_beer,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,user_ratings_total,vicinity,wheelchair_accessible_entrance,Latitude,Longitude,Postal Code,Neighbourhood,District
BREAK BCN,"C. de Villarroel, 47, LOC 1, 08011 Barcelona, Spain",4.0,1,1,1,1,1,1,1,1,1,1,153.0,"Carrer de Villarroel, 47, LOC 1, Barcelona",True,41.382379,2.1600586,08011,Esquerra Eixample,Eixample
Restaurante :Papila,"Av. de Vallcarca, 151, 08023 Barcelona, Spain",2.6,0,1,0,1,1,0,1,0,1,1,42.0,"Avinguda de Vallcarca, 151, Barcelona",True,41.4133157,2.1424721,08023,El Coll,Gracia
La Taverna Indiana,"C. de Jordi de Sant Jordi, 30, 08027 Barcelona, Spain",4.4,1,1,1,1,1,1,1,0,1,1,518.0,"Carrer de Jordi de Sant Jordi, 30, Barcelona",True,41.4229671,2.1831333,08027,El Congres - Navas,Sant Andreu
El Pachuco,"C/ de Sant Pau, 110, 08001 Barcelona, Spain",4.5,1,1,0,1,0,1,1,0,1,1,4453.0,"Carrer de Sant Pau, 110, Barcelona",False,41.37648659999999,2.1691639,08001,El Raval,Ciutat Vella
Crêperie Les 3 Pommes,"C/ d'Aragó, 150, 08011 Barcelona, Spain",4.5,1,1,1,1,0,0,1,1,1,1,655.0,"Carrer d'Aragó, 150, Barcelona",,41.3857069,2.1565184,08011,Esquerra Eixample,Eixample
Restauración Y Autoservicio S A,"C/ de Jovellanos, 5, 08001 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer de Jovellanos, 5, Barcelona",,41.385291,2.1677237,08001,El Raval,Ciutat Vella
"Restaurant ""la boca aigua""","Carrer del Roser, 34, 08004 Barcelona, Spain",4.5,1,1,1,1,0,1,1,0,1,1,267.0,"Carrer del Roser, 34, Barcelona",True,41.3731866,2.1663803,08004,Poble Sec,Sants - Montjuic
Vermutería Olimpo,"C/ de Mallorca, 494, 08013 Barcelona, Spain",4.4,0,1,0,1,0,0,0,0,1,0,36.0,"Carrer de Mallorca, 494, Barcelona",,41.40663470000001,2.1799385,08013,El Fort Pienc,Eixample
Bar Mende,"Carrer de Jorge Manrique, 6, 08035 Barcelona, Spain",4.2,0,1,0,1,0,0,0,0,1,0,325.0,"Carrer de Jorge Manrique, 6, Barcelona",True,41.4324532,2.1478433,08035,Sant Genis dels Agudells,Horta - Guinardo
Zaika,"Carrer de Marià Aguiló, 111, 08005 Barcelona, Spain",4.6,1,0,0,0,0,1,1,1,0,1,82.0,"Carrer de Marià Aguiló, 111, Barcelona",,41.4005161,2.2043978,08005,Poblenou,Sant Marti
Euro kebab BON PASTOR,"Carrer del Foc Follet, 76, 08030 Barcelona, Spain",3.9,1,1,0,1,0,1,1,0,0,1,180.0,"Carrer del Foc Follet, 76, Barcelona",,41.4344853,2.2054568,08030,San Andres Palomar,Sant Andreu
Frankfurt's Sants,"Pg. de Sant Antoni, 2, 08014 Barcelona, Spain",3.3,1,1,0,1,0,1,1,0,1,1,87.0,"Passeig de Sant Antoni, 2, Barcelona",True,41.3759353,2.1364271,08014,La Bordeta - Les Corts,Sants - Montjuic
PANGEA The Travel Store,"Rambla de Catalunya, 23, 08007 Barcelona, Spain",4.4,0,0,0,0,0,0,0,0,0,0,760.0,"Rambla de Catalunya, 23, Barcelona",True,41.38882900000001,2.166271000000001,08007,Antiga Esquerra Eixample,Eixample
"Acai&Me | Breakfast, Brunch And Bowls","Plaça de la Llana, 19, 08003 Barcelona, Spain",4.9,1,1,0,0,0,0,1,1,0,1,487.0,"Plaça de la Llana, 19, Barcelona",True,41.384892,2.1793452,08003,Barceloneta,Ciutat Vella
Caliu Restaurant,"Carrer dels Assaonadors, 31, 08003 Barcelona, Spain",3.6,0,1,1,1,0,1,1,0,1,0,208.0,"Carrer dels Assaonadors, 31, Barcelona",True,41.3863645,2.1813526,08003,Barceloneta,Ciutat Vella
Frankie Gallo Cha Cha Cha | Pizzería Gràcia,"C/ de Roger de Llúria, 155, 08037 Barcelona, Spain",4.3,1,1,1,1,0,1,1,1,1,1,139.0,"Carrer de Roger de Llúria, 155, Barcelona",,41.3981408,2.162042,08037,Dreta Eixample,Eixample
Restaurante Halal en Barcelona | AL BARAKA,"C/ de València, 240, 08007 Barcelona, Spain",3.5,1,1,1,1,1,1,1,0,1,1,17.0,"Carrer de València, 240, Barcelona",,41.3904261,2.1606609,08007,Antiga Esquerra Eixample,Eixample
Les mil i una nits,"C/ del Rosselló, 354, 08025 Barcelona, Spain",4.4,1,1,1,1,0,1,1,1,1,1,288.0,"Carrer del Rosselló, 354, Barcelona",True,41.4031688,2.1708228,08025,Camps d'en Grassot i Gracia Nova,Gracia
Cerveseria 2D2Dspuma,"Carrer de la Manigua, 8, 08027 Barcelona, Spain",4.5,0,1,0,1,0,1,0,1,1,1,749.0,"Carrer de la Manigua, 8, Barcelona",,41.422483,2.179417,08027,El Congres - Navas,Sant Andreu
Bombay City 2,"C/ de la Diputació, 381, 08013 Barcelona, Spain",2.5,1,1,0,1,0,1,1,0,1,1,58.0,"Carrer de la Diputació, 381, Barcelona",True,41.3970938,2.1757583,08013,El Fort Pienc,Eixample
CAL TONI Rostiseria/Polleria,"Carrer de Torà, 2, 08020 Barcelona, Spain",,0,0,0,0,0,0,0,0,0,1,,"Carrer de Torà, 2, Barcelona",,41.4224813,2.200238,08020,La Verneda - Sant Marti de Provençals,Sant Marti
La Remesa Express,"Carrer del Concili de Trento, 168, 08020 Barcelona, Spain",,0,1,0,0,0,0,1,0,0,0,,"Carrer del Concili de Trento, 168, Barcelona",True,41.41649839999999,2.1999399,08020,La Verneda - Sant Marti de Provençals,Sant Marti
Restaurant Petit Xerpi,"Pg. de la Bonanova, 10, 08022 Barcelona, Spain",4.3,0,1,1,1,1,0,1,0,1,1,114.0,"Passeig de la Bonanova, 10, Barcelona",True,41.4061241,2.1320257,08022,Sarria - La Bonanova,Les Corts
Son Hao,"C/ de Muntaner, 66, 08011 Barcelona, Spain",4.6,1,1,1,1,0,1,1,0,1,1,727.0,"Carrer de Muntaner, 66, Barcelona",True,41.3872027,2.1591957,08011,Esquerra Eixample,Eixample
La Platerina,"Via Augusta, 45, 08006 Barcelona, Spain",4.4,0,1,1,1,0,1,1,0,1,1,209.0,"Via Augusta, 45, Barcelona",True,41.3979742,2.1533814,08006,El Farro,Sarria - Sant Gervasi
Alast,"Carrer de Calaf, 17, 08021 Barcelona, Spain",4.0,1,1,0,0,0,0,1,0,0,1,9.0,"Carrer de Calaf, 17, Barcelona",,41.3973613,2.1441842,08021,Les Corts - Sarria,Les Corts
"Panet Londres - Forn de Pa, Pastisseria i Cafeteria","C/ de Londres, 63, Botiga 4, 08029 Barcelona, Spain",4.3,0,1,0,0,0,0,0,0,0,1,153.0,"Carrer de Londres, 63, Botiga 4, Barcelona",True,41.3918824,2.1481606,08029,Sarria,Sarria - Sant Gervasi
Restaurante Txacoli,"08028 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,Barcelona,,41.3755768,2.1323615,08028,Les Corts,Les Corts
haddock,"C/ de Provença, 286, 08008 Barcelona, Spain",4.8,0,0,0,0,0,0,0,0,0,0,32.0,"Carrer de Provença, 286, Barcelona",True,41.3941101,2.160968,08008,Antiga Esquerra Eixample,Eixample
El Pati Barcelona,"Carrer del Teide, 26, 08031 Barcelona, Spain",4.9,0,1,1,1,0,1,1,0,1,1,31.0,"Carrer del Teide, 26, Barcelona",True,41.4314875,2.168236,08031,Horta,Horta - Guinardo
KARISMA LATINA,"Calle Florida, 32, BAJO, 08905 Barcelona, Spain",3.8,0,1,1,1,0,1,1,0,1,1,44.0,"Calle Florida, 32, BAJO, Barcelona",,41.3710889,2.1131671,08905,,
Restaurant chino Dalin y Vanessa...bar,"C/ de la Diputació, 08013 Barcelona, Spain",4.2,0,1,0,1,0,0,0,0,1,1,144.0,"Carrer de la Diputació, Barcelona",,41.3972703,2.1765226,08013,El Fort Pienc,Eixample
NOW - Not Only Wine,"Carrer d'Hercegovina, 28, 08006 Barcelona, Spain",3.9,1,1,1,1,0,1,1,0,1,1,887.0,"Carrer d'Hercegovina, 28, Barcelona",True,41.4032103,2.1402163,08006,El Farro,Sarria - Sant Gervasi
La Quesadilla by Fernando Sanz,"C/ de Sardenya, 386, Bajos, 08025 Barcelona, Spain",4.7,0,1,1,1,0,1,1,0,1,1,642.0,"Carrer de Sardenya, 386, Bajos, Barcelona",True,41.4065525,2.1693336,08025,Camps d'en Grassot i Gracia Nova,Gracia
BARCELONA BUGUI SL,"Av. Diagonal, 633 P, BA, 08028 Barcelona, Spain",3.8,0,1,1,1,1,1,1,0,1,1,1370.0,"Avenida Diagonal, 633 P, BA, Barcelona",True,41.38712,2.12428,08028,Les Corts,Les Corts
La Bottega di Lapio,"C/ de Torrijos, 53, 08012 Barcelona, Spain",3.9,1,1,1,0,0,1,1,0,1,1,73.0,"Carrer de Torrijos, 53, Barcelona",True,41.4045011,2.1576056,08012,Vila de Gracia,Gracia
D'ARGENTO BARCELONA,"Pg. de St. Joan, 72, local 1, 08009 Barcelona, Spain",4.4,1,1,0,1,1,1,1,0,1,1,458.0,"Passeig de Sant Joan, 72, local 1, Barcelona",True,41.3971413,2.1730788,08009,Dreta Eixample,Eixample
KIRPA Pizza & Pan,"C/ de Ramón y Cajal, 106, Bajos, 08012 Barcelona, Spain",3.7,1,0,0,0,0,0,0,0,0,1,6.0,"Carrer de Ramón y Cajal, 106, Bajos, Barcelona",True,41.4040601,2.1613234,08012,Vila de Gracia,Gracia
Revoltosa Beach,"Rambla del jardins de Sants, Plaça de Sants, 1, 08028 Barcelona, Spain",4.2,0,1,0,1,0,1,1,0,1,1,13.0,"Rambla del jardins de Sants, Plaça de Sants, 1, Barcelona",True,41.3743576,2.1345807,08028,Les Corts,Les Corts
Mexiterranee Restaurante,"Gran Via de les Corts Catalanes, 557, 08011 Barcelona, Spain",,0,1,1,1,0,1,1,0,1,0,,"Gran Via de les Corts Catalanes, 557, Barcelona",True,41.3841813,2.1608568,08011,Esquerra Eixample,Eixample
Sabor remei kebabish,"Carrer de la Mare de Déu del Remei, 31, 08004 Barcelona, Spain",4.9,1,1,0,1,0,1,1,0,0,1,11.0,"Carrer de la Mare de Déu del Remei, 31, Barcelona",,41.37294860000001,2.1573589,08004,Poble Sec,Sants - Montjuic
Forno d’Oro,"Gran Via de les Corts Catalanes, 301, 08014 Barcelona, Spain",4.4,1,1,1,1,0,1,1,0,1,1,633.0,"Gran Via de les Corts Catalanes, 301, Barcelona",True,41.3721385,2.1448575,08014,La Bordeta - Les Corts,Sants - Montjuic
Figli del Vesuvio,"Carrer de Portbou, 33-35, 08028 Barcelona, Spain",4.7,1,1,0,1,0,1,1,0,1,1,486.0,"Carrer de Portbou, 33-35, Barcelona",True,41.3768672,2.126527499999999,08028,Les Corts,Les Corts
Restaurant Japonès Yamado,"C. de Floridablanca, 79, 08015 Barcelona, Spain",4.2,0,1,1,1,0,1,1,0,1,1,1102.0,"Carrer de Floridablanca, 79, Barcelona",True,41.3791163,2.1591001,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Dumplings,"Carrer de la Creu Coberta, 48, 08014 Barcelona, Spain",4.5,1,1,0,1,0,1,1,1,1,1,1306.0,"Carrer de la Creu Coberta, 48, Barcelona",True,41.37531389999999,2.1460753,08014,La Bordeta - Les Corts,Sants - Montjuic
La Graella (tapas y platos),"C/ de la Diputació, 90, 08015 Barcelona, Spain",4.6,1,1,0,1,0,1,1,0,1,1,90.0,"Carrer de la Diputació, 90, Barcelona",True,41.38072919999999,2.154503199999999,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Bar Pintxin,"Travessera de Gràcia, 449, 451, 08025 Barcelona, Spain",4.4,0,1,0,1,1,1,1,0,1,0,139.0,"Travessera de Gràcia, 449, 451, Barcelona",True,41.4116117,2.1735901,08025,Camps d'en Grassot i Gracia Nova,Gracia
Bar del Club de Petanca El Carmelo,"Carrer de la Gran Vista, 27, 08032 Barcelona, Spain",4.2,0,1,1,1,0,0,1,0,1,0,459.0,"Carrer de la Gran Vista, 27, Barcelona",,41.42015149999999,2.163644399999999,08032,La Font d'en Fargues,Horta - Guinardo
Bar Restaurant Mio Cid,"C/ de Sant Pere Més Baix, 4, 08003 Barcelona, Spain",4.4,0,1,1,1,1,1,1,0,1,1,121.0,"Carrer de Sant Pere Més Baix, 4, Barcelona",,41.38633569999999,2.1760649,08003,Barceloneta,Ciutat Vella
Restaurant Embat,"C/ de Mallorca, 304, 08037 Barcelona, Spain",4.6,0,1,1,1,0,1,1,0,1,1,439.0,"Carrer de Mallorca, 304, Barcelona",False,41.39701079999999,2.1671,08037,Dreta Eixample,Eixample
Restaurante Alboroque,"C/ de Mallorca, 304, 08037 Barcelona, Spain",5.0,0,1,0,0,0,0,0,0,0,0,1.0,"Carrer de Mallorca, 304, Barcelona",,41.39702820000001,2.166984199999999,08037,Dreta Eixample,Eixample
Pizzolu,"C. del Call, 19, 08002 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer del Call, 19, Barcelona",,41.3825297,2.1764069,08002,Barri Gotic,Ciutat Vella
La Taqueria,"C. de Pujades, 172, bajos, 08005 Barcelona, Spain",4.3,1,1,1,1,0,1,1,1,1,1,1845.0,"Carrer de Pujades, 172, bajos, Barcelona",True,41.4008761,2.1998373,08005,Poblenou,Sant Marti
اكلة خفيفة,"Rambla del Raval, 51, 08001 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Rambla del Raval, 51, Barcelona",,41.3780761,2.1705382,08001,El Raval,Ciutat Vella
Restaurante La Tata,"Carrer de Calàbria, 69, 08015 Barcelona, Spain",4.3,1,1,1,1,1,1,1,0,1,1,1163.0,"Carrer de Calàbria, 69, Barcelona",,41.3781094,2.1568522,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
DINE IN DARK,"08001 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,Barcelona,,41.3794528,2.1655492,08001,El Raval,Ciutat Vella
Restaurant Kintsugi,"C/ de Còrsega, 289, 08008 Barcelona, Spain",4.4,0,1,1,1,0,1,1,0,1,0,34.0,"Carrer de Còrsega, 289, Barcelona",True,41.39457760000001,2.1564782,08008,Antiga Esquerra Eixample,Eixample
El Fornet,"Av. de Sarrià, 1, 3, 08036 Barcelona, Spain",3.6,0,1,0,1,1,0,1,0,0,1,490.0,"Avinguda de Sarrià, 1, 3, Barcelona",True,41.389793,2.147619,08036,Esquerra Eixample,Eixample
Pim Pam,"Carrer d'Agramunt, 15, 08023 Barcelona, Spain",4.2,1,1,0,1,0,1,1,0,1,1,199.0,"Carrer d'Agramunt, 15, Barcelona",True,41.40944530000001,2.1459771,08023,El Coll,Gracia
"Bar/Restaurante, Felicia","C/ de Lleida, 29, 08004 Barcelona, Spain",4.1,0,1,1,1,1,0,1,0,1,1,47.0,"Carrer de Lleida, 29, Barcelona",,41.3726604,2.1554354,08004,Poble Sec,Sants - Montjuic
Mora,"C/ del Rosselló, 495, 08025 Barcelona, Spain",3.4,0,1,0,1,1,1,1,0,1,1,128.0,"Carrer del Rosselló, 495, Barcelona",,41.4077672,2.1763307,08025,Camps d'en Grassot i Gracia Nova,Gracia
Buena Vista Restaurant/Bar/Live Music,"Moll de Gregal, 26, 08005 Barcelona, Spain",3.8,0,1,0,0,0,0,0,0,0,0,42.0,"Moll de Gregal, 26, Barcelona",,41.387789,2.201708,08005,Poblenou,Sant Marti
La Flor del Nord,"Pg. de Colom, 10, 08002 Barcelona, Spain",3.8,0,1,1,1,1,1,1,0,1,1,849.0,"Passeig de Colom, 10, Barcelona",True,41.380114,2.1808026,08002,Barri Gotic,Ciutat Vella
Bar Restaurant El Racó De La Bona Cuina,"C. de Cartagena, 246, 08025 Barcelona, Spain",3.7,0,1,0,1,0,1,1,0,1,1,61.0,"Carrer de Cartagena, 246, Barcelona",,41.4076529,2.1791882,08025,Camps d'en Grassot i Gracia Nova,Gracia
Partenope #081,"C. de los Castillejos, 158, 08013 Barcelona, Spain",5.0,1,1,0,0,0,0,0,0,0,1,9.0,"Carrer de los Castillejos, 158, Barcelona",True,41.4009214,2.1862485,08013,El Fort Pienc,Eixample
Cafeteria Restaurant K-nos,"C/ de Tarragona, 101, 08014 Barcelona, Spain",3.9,0,1,1,1,0,0,0,0,1,1,222.0,"Carrer de Tarragona, 101, Barcelona",True,41.3763088,2.1480195,08014,La Bordeta - Les Corts,Sants - Montjuic
Restaurant La Copa,"Carrer de Gandesa, 12, 08028 Barcelona, Spain",4.0,0,1,0,0,0,0,0,0,0,0,1.0,"Carrer de Gandesa, 12, Barcelona",,41.3883292,2.1303346,08028,Les Corts,Les Corts
Yango,"La Rambla, 91, 08002 Barcelona, Spain",3.7,0,1,0,0,0,0,0,0,0,0,6.0,"La Rambla, 91, Barcelona",,41.3821376,2.1720397,08002,Barri Gotic,Ciutat Vella
Bar Restaurante SOL,"C/ de València, 94, 08015 Barcelona, Spain",4.4,0,1,1,1,0,1,1,0,1,1,44.0,"Carrer de València, 94, Barcelona",,41.38265560000001,2.1502229,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Aspic,"C/ del Dr. Ferran, 23, 08034 Barcelona, Spain",4.2,0,1,1,1,0,1,1,0,1,1,231.0,"Carrer del Doctor Ferran, 23, Barcelona",True,41.3895141,2.1243672,08034,Pedralbes,Les Corts
Ametller Origen,"C/ Gran de Gràcia, 15, 08012 Barcelona, Spain",3.8,1,0,0,0,0,0,0,0,0,0,47.0,"Carrer Gran de Gràcia, 15, Barcelona",True,41.3982928,2.157045499999999,08012,Vila de Gracia,Gracia
Bar restaurant iberia,"Pg. de Fabra i Puig, 94, 08030 Barcelona, Spain",4.2,1,1,1,1,1,1,1,0,1,1,452.0,"Passeig de Fabra i Puig, 94, Barcelona",True,41.43028289999999,2.1854991,08030,San Andres Palomar,Sant Andreu
La Lluna,"C/ de Santa Anna, 20, 08002 Barcelona, Spain",4.2,0,1,1,1,1,1,1,0,1,0,1899.0,"Carrer de Santa Anna, 20, Barcelona",True,41.38529560000001,2.171631000000001,08002,Barri Gotic,Ciutat Vella
HANA Grill & Bowl,"C/ de la Diputació, 309, Bajos, 08009 Barcelona, Spain",4.5,0,1,1,1,0,1,1,1,1,1,1220.0,"Carrer de la Diputació, 309, Bajos, Barcelona",,41.39293329999999,2.1702471,08009,Dreta Eixample,Eixample
Sushi Way,"C/ de Rocafort, 257, 08029 Barcelona, Spain",4.5,1,1,0,1,0,1,1,0,0,1,23.0,"Carrer de Rocafort, 257, Barcelona",,41.385961,2.1440128,08029,Sarria,Sarria - Sant Gervasi
Viñals 1906,"Av. Diagonal, 557, 08029 Barcelona, Spain",4.2,1,0,0,0,0,0,0,0,0,1,116.0,"Avinguda Diagonal, 557, Barcelona",True,41.3895191,2.1354223,08029,Sarria,Sarria - Sant Gervasi
Liuyishou Hotpot Restaurant,"C/ del Consell de Cent, 303, 08007 Barcelona, Spain",4.4,1,1,1,1,0,1,1,1,1,1,1401.0,"Carrer del Consell de Cent, 303, Barcelona",True,41.3888361,2.1624623,08007,Antiga Esquerra Eixample,Eixample
La Capricciosa,"C/ d'Entença, 206, 08029 Barcelona, Spain",4.3,1,1,1,1,0,1,1,0,1,1,716.0,"Carrer d'Entença, 206, Barcelona",True,41.3853561,2.143387799999999,08029,Sarria,Sarria - Sant Gervasi
Buenas Migas,"Pl. de la Universitat, 1, 08007 Barcelona, Spain",4.2,0,1,0,1,1,1,1,1,1,1,2022.0,"Plaça de la Universitat, 1, Barcelona",True,41.385259,2.163294,08007,Antiga Esquerra Eixample,Eixample
Buenas Migas,"Plaça del Bonsuccés, 6, Bajo, 08001 Barcelona, Spain",4.2,1,1,0,1,1,1,1,1,1,1,1927.0,"Plaça del Bonsuccés, 6, Bajo, Barcelona",,41.383817,2.169634,08001,El Raval,Ciutat Vella
Enrique Tomás Sagrada Familia - Jamonería Gourmet,"Carrer de la Marina, 261, 08025 Barcelona, Spain",4.0,1,1,1,1,1,1,1,0,1,1,302.0,"Carrer de la Marina, 261, Barcelona",True,41.4047663,2.1739303,08025,Camps d'en Grassot i Gracia Nova,Gracia
Babylon,"Av. de Madrid, 198, 08028 Barcelona, Spain",4.0,0,1,0,1,0,0,0,0,0,1,56.0,"Avinguda de Madrid, 198, Barcelona",,41.3809832,2.1335239,08028,Les Corts,Les Corts
Restaurant Maragata,"Carrer de Calàbria, 64, 08015 Barcelona, Spain",3.7,0,1,0,0,0,0,0,0,0,0,3.0,"Carrer de Calàbria, 64, Barcelona",,41.3781817,2.1572813,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Taverna la bauxa,"Carrer del Vallespir, 23, 08014 Barcelona, Spain",4.6,0,1,1,1,0,1,1,0,1,1,656.0,"Carrer del Vallespir, 23, Barcelona",False,41.378669,2.1374785,08014,La Bordeta - Les Corts,Sants - Montjuic
liangpierxiansheng凉皮先生,"C/ de Huelva, 70, 08020 Barcelona, Spain",3.0,1,1,1,1,0,1,1,0,1,1,61.0,"Carrer de Huelva, 70, Barcelona",True,41.4172539,2.1962498,08020,La Verneda - Sant Marti de Provençals,Sant Marti
Troppopizza,"Av. del Paral·lel, 170, 08015 Barcelona, Spain",3.0,1,1,1,1,0,1,1,1,1,1,24.0,"Avinguda del Paral·lel, 170, Barcelona",True,41.3752073,2.1558848,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Alain Pizza Clot,"Carrer de Rogent, 2, 08026 Barcelona, Spain",4.0,1,1,0,0,0,1,0,0,0,1,69.0,"Carrer de Rogent, 2, Barcelona",True,41.40869740000001,2.186451,08026,Camp de l'arpa,Sant Marti
Clara Zabala,"C/ d'Aragó, 42, 08015 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer d'Aragó, 42, Barcelona",,41.3810484,2.150388,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
"Fenícia, Restaurant Libanès","Pg. de Sant Antoni, 9, 08014 Barcelona, Spain",4.6,1,1,1,1,1,1,1,1,1,1,4819.0,"Passeig de Sant Antoni, 9, Barcelona",True,41.3767467,2.136527800000001,08014,La Bordeta - Les Corts,Sants - Montjuic
El Sabor de Picornell,"Av. de l'Estadi, 30, 08038 Barcelona, Spain",3.8,0,1,1,1,1,1,1,0,1,1,41.0,"Avinguda de l'Estadi, 30, Barcelona",True,41.36597750000001,2.150617,08038,Montjuic,Sants - Montjuic
El Caserón,"C.de Berlín, 71, 08029 Barcelona, Spain",4.3,0,1,1,1,1,1,1,0,1,1,744.0,"Carrer de Berlín, 71, Barcelona",True,41.3838864,2.1397354,08029,Sarria,Sarria - Sant Gervasi
The New Orleans Coffee & Tea Company,"Carrer Pere d'Artés, 10, 08031 Barcelona, Spain",4.2,0,1,0,1,1,0,0,0,1,1,1319.0,"Carrer Pere d'Artés, 10, Barcelona",,41.4305436,2.1725026,08031,Horta,Horta - Guinardo
Juliette gastro bar,"C/ d'Aragó, 352, 08009 Barcelona, Spain",,0,1,0,1,0,1,1,0,1,1,,"Carrer d'Aragó, 352, Barcelona",,41.3964666,2.1708872,08009,Dreta Eixample,Eixample
Descuina't (Menjar Vegà per Emportar),"Plaça Revolució de Setembre 1868, 15, 08012 Barcelona, Spain",5.0,1,0,0,0,0,0,1,1,0,1,71.0,"Plaça Revolució de Setembre 1868, 15, Barcelona",,41.4025403,2.158086,08012,Vila de Gracia,Gracia
Portonovo,"Passeig de Joan de Borbo, Conte de Barcelona, 14, 08003 Barcelona, Spain",2.8,0,1,1,1,1,1,1,0,1,1,385.0,"Passeig de Joan de Borbo, Conte de Barcelona, 14, Barcelona",True,41.3802414,2.1876309,08003,Barceloneta,Ciutat Vella
Restauramte Port Nou,"Pg. de Joan de Borbó, 14, 08003 Barcelona, Spain",1.8,0,1,1,1,0,1,1,0,1,1,83.0,"Passeig de Joan de Borbó, 14, Barcelona",True,41.3802438,2.1875288,08003,Barceloneta,Ciutat Vella
Las Fernández,"Carrer de les Carretes, 11, 08002 Barcelona, Spain",4.5,1,1,1,1,0,1,1,0,1,1,572.0,"Carrer de les Carretes, 11, Barcelona",True,41.37815929999999,2.1663662,08002,Barri Gotic,Ciutat Vella
Lasarte,"C/ de Mallorca, 259, 08008 Barcelona, Spain",4.7,0,1,1,1,0,1,1,0,1,0,1023.0,"Carrer de Mallorca, 259, Barcelona",True,41.39361109999999,2.1619444,08008,Antiga Esquerra Eixample,Eixample
Cycling Tour Barcelona (Bike & Photo-Shooting),"Plaça de George Orwell, 08002 Barcelona, Spain",5.0,0,0,0,0,0,0,0,0,0,0,179.0,"Plaça de George Orwell, Barcelona",,41.3804838,2.1772875,08002,Barri Gotic,Ciutat Vella
A Nosa Terra Bocadillos Y Tapas,"C. de Viladomat, 155, 08015 Barcelona, Spain",,0,1,0,0,0,0,0,0,0,0,,"Carrer de Viladomat, 155, Barcelona",,41.381961,2.1541544,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
Restaurant Sucursal Aceitera,"C/ del Comte Borrell, 36, 08015 Barcelona, Spain",4.1,0,1,1,1,1,1,1,0,1,1,2010.0,"Carrer del Comte Borrell, 36, Barcelona",True,41.3771762,2.1631695,08015,Nova Esquerra Exiample - Sant Antoni,Eixample
La Llesca de Bailèn. Bar restaurant cafeteria,"C/ de Bailèn, 31, 08010 Barcelona, Spain",4.5,0,1,1,1,0,1,1,0,1,1,75.0,"Carrer de Bailèn, 31, Barcelona",True,41.3931461,2.1753768,08010,Dreta Eixample,Eixample
Les dues Sicílies,"C/ dels Carders, 22, 08003 Barcelona, Spain",4.3,1,1,1,1,0,1,1,1,1,1,1465.0,"Carrer dels Carders, 22, Barcelona",True,41.38660369999999,2.1802758,08003,Barceloneta,Ciutat Vella
Restaurant O Retorninho 2,"Carrer del Comte d'Urgell, 216, 08036 Barcelona, Spain",4.3,0,1,1,1,1,1,1,0,1,1,2195.0,"Carrer del Comte d'Urgell, 216, Barcelona",True,41.3888302,2.1501058,08036,Esquerra Eixample,Eixample
Candela Food S.L.,"C/ del Clot, 49, 08018 Barcelona, Spain",,0,1,0,1,0,0,1,0,1,0,,"Carrer del Clot, 49, Barcelona",,41.4077985,2.1880254,08018,El Clot,Sant Marti
Omu - Kitchen,"C. de Sant Pere d'Abanto, 7, LOCAL 2, 08014 Barcelona, Spain",5.0,1,1,0,0,0,1,1,0,0,1,1.0,"Carrer de Sant Pere d'Abanto, 7, LOCAL 2, Barcelona",,41.37135869999999,2.14324,08014,La Bordeta - Les Corts,Sants - Montjuic
Telepizza Tibidabo,"Ctra. de Vallvidrera al Tibidabo, 08035 Barcelona, Spain",1.0,0,0,0,0,0,0,0,0,0,0,1.0,"Carretera de Vallvidrera al Tibidabo, Barcelona",,41.4209605,2.1214165,08035,Sant Genis dels Agudells,Horta - Guinardo
Panxacontents (Els Somiatruites),"Plaça del Mercadal, 1, 08030 Barcelona, Spain",4.7,0,1,1,1,1,0,1,0,1,1,110.0,"Plaça del Mercadal, 1, Barcelona",True,41.4346521,2.1887555,08030,San Andres Palomar,Sant Andreu
Papa Johns Pizza,"Gran Via de les Corts Catalanes, 139, 08014 Barcelona, Spain",3.3,1,1,0,0,0,1,1,0,0,1,546.0,"Gran Via de les Corts Catalanes, 139, Barcelona",True,41.3659401,2.1365152,08014,La Bordeta - Les Corts,Sants - Montjuic
Fresh food,"Fresh Food, C/ de la Mare de Déu de Lorda, 26, Local 1, 08033 Barcelona, Spain",4.9,1,1,0,1,0,1,1,0,0,1,23.0,"Fresh Food, Carrer de la Mare de Déu de Lorda, 26, Local 1, Barcelona",True,41.450725,2.191571199999999,08033,Trinitat - Torre Baro,Nou Barris
