latitude,longitude,postal_code
41.44865448275862,2.174116551724138,08042
41.38891627586207,2.196483172413793,08001
41.429232,2.240672,08911
41.41070937931035,2.1783038620689656,08001
41.40000565517241,2.1597670344827584,08012
41.37577765517241,2.1387790344827584,08014
41.46211448275862,2.185776551724138,08001
41.47544593103448,2.2158542068965517,08110
41.40782455172413,2.203598344827586,08001
41.505539999999996,2.17244,08291
41.46753062068965,2.1858361379310343,08033
41.348472,2.170712,08001
41.38689917241379,2.0974584827586207,08950
41.47826648275862,2.199768551724138,08000
41.43506593103448,2.1808742068965516,08001
41.446187448275865,2.139553655172414,08001
41.423848,2.236008,08918
41.40817806896551,2.1529497931034483,08012
41.38116165517241,2.1434430344827584,08001
41.38654565517241,2.1481070344827584,08029
41.34895406896552,2.1016457931034482,08907
41.47833075862069,2.190559724137931,08110
41.346262068965515,2.0993137931034482,08907
41.40260124137931,2.175912275862069,08013
41.47541379310345,2.220458620689655,08911
41.381450896551726,2.1020033103448275,08950
41.41378703448276,2.125382896551724,08001
41.367412413793105,2.17322275862069,08001
41.464517241379305,2.229548275862069,08911
41.42715062068965,2.1508561379310343,08001
41.445544689655165,2.2316419310344826,08911
41.37552055172414,2.175614344827586,08001
41.45910110344827,2.2294886896551724,08911
41.432277517241374,2.192355448275862,08030
41.494675586206895,2.17692524137931,08110
41.340653103448275,2.1268806896551724,08001
41.33238427586207,2.147511172413793,08001
41.45368496551724,2.229429103448276,08911
41.461985931034484,2.2041942068965517,08924
41.4139155862069,2.10696524137931,08001
41.44602675862069,2.162575724137931,08001
41.44823668965517,2.2339739310344826,08911
41.456473379310346,2.2179478620689657,08921
41.40279406896551,2.1482857931034482,08006
41.37824468965517,2.1733419310344826,08001
41.491855034482754,2.193010896551724,08110
41.35658013793103,2.1731035862068966,08001
41.42977834482759,2.1623969655172415,08031
41.41045227586207,2.215139172413793,08001
41.32161627586207,2.138183172413793,08001
41.42118813793103,2.2290715862068966,08930
41.470479724137924,2.1513328275862067,08193
41.48368262068965,2.1998281379310343,08110
41.33257710344827,2.1198846896551724,08001
41.42410510344827,2.1991726896551724,08001
41.397249379310345,2.1666438620689656,08037
41.40821020689655,2.148345379310345,08001
41.40522896551724,2.187453103448276,08018
41.49195144827586,2.179197655172414,08110
41.35158179310345,2.113186620689655,08907
41.45906896551724,2.234093103448276,08911
41.462210896551724,2.1719633103448275,08110
41.32969227586207,2.145179172413793,08001
41.387059862068966,2.0744364137931033,08960
41.400134206896546,2.141349379310345,08001
41.42122027586207,2.224467172413793,08930
41.4131764137931,2.21286675862069,08001
41.397827862068965,2.0837644137931033,08960
41.44625172413792,2.1303448275862067,08193
41.42439434482759,2.1577329655172415,08001
41.35693365517241,2.1224550344827584,08902
41.34876124137931,2.129272275862069,08908
41.35946496551724,2.147809103448276,08001
41.316296551724136,2.124310344827586,08820
41.37593834482759,2.1157569655172415,08028
41.37875889655172,2.0996713103448275,08906
41.440482068965515,2.1809337931034483,08001
41.36475255172414,2.166286344827586,08001
41.36757310344827,2.1502006896551724,08001
41.41346565517241,2.1714270344827584,08001
41.36750882758621,2.159409517241379,08001
41.37314993103448,2.1272382068965516,08028
41.337832551724134,2.142966344827586,08040
41.41330496551724,2.194449103448276,08018
41.41058082758621,2.196721517241379,08018
41.343409379310344,2.1200038620689656,08080
41.35670868965517,2.1546859310344826,08001
41.42676496551724,2.206109103448276,08001
41.47307531034483,2.1674780689655173,08110
41.46730565517241,2.2180670344827584,08921
41.44291696551724,2.220101103448276,08911
41.47557448275862,2.197436551724138,08000
41.37888744827586,2.081253655172414,08950
41.3701044137931,2.17555475862069,08001
41.383660827586205,2.173401517241379,08002
41.35167820689655,2.099373379310345,08940
41.391897517241375,2.157375448275862,08001
41.45381351724138,2.211011448275862,08921
41.43798289655172,2.1509753103448275,08001
41.32171268965517,2.1243699310344826,08001
41.36734813793103,2.1824315862068966,08039
41.42423365517241,2.1807550344827584,08001
41.440514206896545,2.176329379310345,08001
41.469997655172406,2.2203990344827584,08911
41.432116827586206,2.215377517241379,08930
41.45692331034483,2.1534860689655173,08193
41.44352758620689,2.13261724137931,08001
41.431923999999995,2.243004,08911
41.40016634482759,2.1367449655172415,08001
41.42429793103448,2.1715462068965516,08032
41.42416937931034,2.1899638620689656,08001
41.467691310344826,2.1628140689655173,08033
41.389784,2.072164,08960
41.38411075862069,2.108939724137931,08001
41.40846731034483,2.1115100689655173,08017
41.40256910344827,2.1805166896551724,08001
41.42167020689655,2.160005379310345,08001
41.454392,2.128132,08193
41.42202372413793,2.1093568275862067,08001
41.38616,2.20336,08001
41.39773144827586,2.097577655172414,08034
41.475670896551726,2.1836233103448275,08110
41.316168,2.142728,08820
41.310784,2.138064,08820
41.44830096551724,2.224765103448276,08914
41.49208,2.16078,08291
41.332416413793105,2.14290675862069,08001
41.47038331034483,2.1651460689655173,08291
41.337703999999995,2.161384,08040
41.40314758620689,2.09763724137931,08034
41.34578,2.16838,08001
41.367444551724134,2.168618344827586,08001
41.440289241379304,2.208560275862069,05030
41.40814593103448,2.1575542068965516,08024
41.47317172413793,2.1536648275862067,08193
41.384014344827584,2.1227529655172415,08001
41.35398455172414,2.156958344827586,08001
41.475703034482756,2.179018896551724,08110
41.35930427586207,2.170831172413793,08001
41.41641475862069,2.136923724137931,08001
41.373021379310345,2.1456558620689656,08001
41.50265517241379,2.1977344827586207,08120
41.41862468965517,2.2083219310344826,08001
41.408113793103446,2.162158620689655,08001
41.391672551724135,2.189606344827586,08005
41.40798524137931,2.180576275862069,08001
41.36520248275862,2.101824551724138,08901
41.4489115862069,2.13728124137931,08001
41.39430027586207,2.201147172413793,08001
41.435355172413786,2.1394344827586207,08001
41.43493737931035,2.1992918620689657,08030
41.413626344827584,2.1484049655172415,08023
41.386738482758616,2.120480551724138,08001
41.43243820689655,2.169333379310345,08001
41.41061296551724,2.192117103448276,08001
41.362606896551725,2.0856793103448275,08940
41.440932,2.116472,08196
41.41365848275862,2.143800551724138,08001
41.44080344827586,2.134889655172414,08001
41.437950758620694,2.155579724137931,08001
41.510891862068966,2.1817084137931033,08120
41.42400868965517,2.2129859310344826,08930
41.41596482758621,2.201385517241379,08020
41.44868662068965,2.1695121379310343,08001
41.38933406896552,2.1366257931034482,08029
41.38084027586207,2.189487172413793,08001
41.3864492413793,2.161920275862069,08001
41.343184413793104,2.15223475862069,08001
41.437629379310344,2.2016238620689657,08030
41.40503613793103,2.2150795862068966,08001
41.45939034482759,2.1880489655172415,08033
41.416125517241376,2.178363448275862,08041
41.45384565517241,2.2064070344827584,08921
41.426861379310346,2.1922958620689657,08001
41.445512551724136,2.236246344827586,08911
41.37846965517241,2.1411110344827584,08001
41.35154965517241,2.1177910344827584,08080
41.41654331034483,2.1185060689655173,08001
41.41920317241379,2.1254424827586207,08001
41.38420717241379,2.0951264827586207,08950
41.45416703448276,2.160362896551724,08042
41.37327848275862,2.108820551724138,08905
41.41106289655173,2.1276553103448275,08001
41.40830662068965,2.1345321379310342,08001
41.408628,2.088488,08017
41.40564675862069,2.127595724137931,08001
41.405839586206895,2.09996924137931,08017
41.38132234482759,2.1204209655172415,08001
41.45926179310345,2.206466620689655,08924
41.35972206896552,2.1109737931034482,08991
41.47817006896551,2.2135817931034483,08120
41.40590386206897,2.0907604137931033,08017
41.41881751724138,2.180695448275862,08041
41.394236,2.210356,08071
41.45423131034483,2.1511540689655173,08193
41.41615765517241,2.1737590344827584,08001
41.49201572413793,2.1699888275862067,08291
41.397024413793105,2.19887475862069,08005
41.39446096551724,2.178125103448276,08013
41.446091034482755,2.153366896551724,08001
41.39218675862069,2.115935724137931,08034
41.486342482758616,2.206764551724138,08110
41.402986896551724,2.1206593103448275,08017
41.34062096551724,2.131485103448276,08001
41.42660427586207,2.229131172413793,08918
41.351164,2.173044,08001
